Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID
US-2018-158638,2018-09-17,2018-09-21,Standard Class,AG-10765
CA-2021-111689,2021-11-30,2021-12-02,Second Class,HP-14815
CA-2019-129098,2019-10-09,2019-10-13,Standard Class,DK-13090
US-2021-123463,2021-12-23,2021-12-23,Same Day,GZ-14470
CA-2020-165148,2020-10-22,2020-10-24,First Class,PM-19135
CA-2018-134061,2018-04-29,2018-05-04,Standard Class,LL-16840
CA-2019-143602,2019-04-25,2019-04-28,Second Class,JS-15595
CA-2021-115364,2021-06-26,2021-07-02,Standard Class,OT-18730
CA-2021-150707,2021-10-14,2021-10-19,Standard Class,EL-13735
CA-2018-104976,2018-12-09,2018-12-16,Standard Class,CK-12760
CA-2021-132934,2021-06-20,2021-06-26,Standard Class,JE-15475
CA-2021-133256,2021-06-26,2021-06-27,First Class,TH-21550
CA-2020-105494,2020-11-10,2020-11-12,First Class,PC-18745
CA-2020-140634,2020-10-03,2020-10-06,Second Class,HL-15040
CA-2018-144407,2018-09-09,2018-09-15,Standard Class,MS-17365
CA-2021-160983,2021-10-29,2021-10-31,Second Class,GB-14530
US-2020-114622,2020-04-10,2020-04-12,First Class,JR-16210
CA-2021-150959,2021-11-11,2021-11-13,First Class,TD-20995
CA-2021-132353,2021-09-15,2021-09-17,First Class,DB-13060
CA-2020-130477,2020-04-08,2020-04-12,Standard Class,LC-17140
CA-2021-143259,2021-12-30,2022-01-03,Standard Class,PO-18865
CA-2021-137596,2021-09-02,2021-09-07,Standard Class,BE-11335
CA-2019-133627,2019-05-31,2019-06-07,Standard Class,SC-20050
CA-2021-102519,2021-11-27,2021-11-29,First Class,BM-11650
US-2018-141215,2018-06-15,2018-06-21,Standard Class,KL-16555
CA-2020-165218,2020-03-05,2020-03-11,Standard Class,RW-19630
CA-2018-138296,2018-12-05,2018-12-12,Standard Class,RC-19825
CA-2019-111164,2019-04-11,2019-04-15,Standard Class,SE-20110
CA-2020-149797,2020-09-15,2020-09-20,Standard Class,AH-10075
CA-2018-132962,2018-09-13,2018-09-16,First Class,JM-15535
CA-2019-115091,2019-10-05,2019-10-09,Standard Class,JJ-15760
CA-2021-144932,2021-04-14,2021-04-17,First Class,AB-10165
CA-2020-140081,2020-06-20,2020-06-24,Standard Class,CG-12040
US-2021-111745,2021-11-05,2021-11-06,First Class,RA-19885
CA-2019-148250,2019-12-13,2019-12-17,Standard Class,RP-19270
CA-2020-105760,2020-06-19,2020-06-20,First Class,KC-16255
CA-2020-142958,2020-12-13,2020-12-20,Standard Class,RW-19630
CA-2019-120880,2019-05-29,2019-06-03,Standard Class,JL-15850
US-2019-140200,2019-07-26,2019-07-28,First Class,CA-12775
US-2021-110576,2021-11-28,2021-12-02,Standard Class,RB-19795
CA-2021-131156,2021-04-03,2021-04-07,Standard Class,KH-16360
CA-2021-136539,2021-12-28,2022-01-01,Standard Class,GH-14665
CA-2021-119305,2021-11-30,2021-12-04,Standard Class,SW-20275
CA-2021-102414,2021-05-15,2021-05-18,Second Class,JA-15970
CA-2019-112571,2019-09-22,2019-09-22,Same Day,DL-12925
CA-2021-152142,2021-11-14,2021-11-19,Standard Class,LW-16990
CA-2019-160059,2019-11-27,2019-12-01,Standard Class,TB-21190
CA-2020-120859,2020-09-01,2020-09-04,First Class,CV-12805
CA-2018-127488,2018-09-22,2018-09-24,Second Class,MS-17365
CA-2021-135279,2021-04-09,2021-04-11,First Class,BS-11800
CA-2018-115791,2018-01-16,2018-01-18,Second Class,DL-13315
US-2021-103247,2021-10-05,2021-10-08,Second Class,PO-19195
US-2021-100209,2021-07-09,2021-07-15,Standard Class,TD-20995
CA-2021-159366,2021-01-07,2021-01-10,First Class,BW-11110
CA-2020-145499,2020-05-30,2020-05-31,First Class,RW-19690
CA-2019-157035,2019-12-09,2019-12-12,First Class,KB-16600
CA-2020-144939,2020-10-03,2020-10-08,Standard Class,EB-13870
CA-2018-163419,2018-11-11,2018-11-14,Second Class,TZ-21580
CA-2021-100314,2021-09-29,2021-10-05,Standard Class,AS-10630
CA-2019-146829,2019-03-10,2019-03-10,Same Day,TS-21340
CA-2021-167899,2021-05-21,2021-05-26,Standard Class,JG-15805
CA-2019-153549,2019-03-29,2019-03-31,Second Class,SL-20155
CA-2020-110023,2020-09-09,2020-09-11,First Class,TS-21610
CA-2020-105585,2020-08-26,2020-08-27,First Class,RF-19735
CA-2018-117639,2018-05-21,2018-05-25,Standard Class,MW-18235
CA-2019-162537,2019-10-28,2019-11-03,Standard Class,RD-19585
CA-2020-155488,2020-11-13,2020-11-17,Standard Class,FM-14290
CA-2019-124891,2019-07-31,2019-07-31,Same Day,RH-19495
CA-2019-126445,2019-08-27,2019-08-31,Standard Class,RA-19945
CA-2019-111199,2019-11-13,2019-11-17,Standard Class,JK-15730
CA-2019-105312,2019-11-06,2019-11-09,First Class,MT-17815
US-2021-106705,2021-12-26,2022-01-01,Standard Class,PO-18850
CA-2021-135034,2021-08-01,2021-08-03,First Class,AT-10735
CA-2018-158540,2018-11-24,2018-11-26,First Class,VG-21790
CA-2021-118437,2021-06-17,2021-06-21,Second Class,PF-19165
US-2019-126214,2019-12-21,2019-12-24,Second Class,JS-15880
CA-2019-133025,2019-09-17,2019-09-19,Second Class,MO-17800
CA-2019-108665,2019-07-06,2019-07-10,Standard Class,KM-16225
CA-2019-124450,2019-04-27,2019-05-03,Standard Class,GT-14710
CA-2019-167269,2019-06-16,2019-06-20,Standard Class,PB-19150
CA-2021-106964,2021-12-17,2021-12-20,First Class,HR-14770
CA-2020-126529,2020-01-11,2020-01-13,Second Class,DE-13255
CA-2018-163552,2018-07-11,2018-07-15,Standard Class,LA-16780
CA-2020-109820,2020-11-20,2020-11-22,First Class,AG-10390
CA-2020-113061,2020-04-22,2020-04-26,Standard Class,EL-13735
CA-2019-127418,2019-06-13,2019-06-14,First Class,JJ-15445
CA-2021-121818,2021-11-20,2021-11-21,First Class,JH-15430
CA-2020-127670,2020-03-20,2020-03-24,Standard Class,RD-19660
CA-2020-102981,2020-09-06,2020-09-09,Second Class,MO-17500
CA-2021-115651,2021-07-09,2021-07-12,First Class,NS-18640
CA-2021-152702,2021-10-12,2021-10-16,Standard Class,SN-20710
CA-2020-169103,2020-03-08,2020-03-13,Standard Class,ZC-21910
CA-2018-139192,2018-05-27,2018-06-01,Second Class,LC-16885
US-2019-153500,2019-07-03,2019-07-05,First Class,DG-13300
CA-2019-110667,2019-04-04,2019-04-08,Standard Class,NF-18595
CA-2021-167150,2021-12-10,2021-12-17,Standard Class,BP-11185
CA-2020-105284,2020-11-24,2020-12-01,Standard Class,MG-17650
US-2019-125374,2019-03-23,2019-03-29,Standard Class,JD-16060
CA-2019-161263,2019-04-16,2019-04-21,Standard Class,TS-21160
US-2021-139955,2021-09-28,2021-09-30,Second Class,CM-12160
US-2019-150161,2019-07-25,2019-07-29,Standard Class,RB-19795
CA-2019-144652,2019-11-20,2019-11-26,Standard Class,SN-20560
CA-2021-106943,2021-11-14,2021-11-19,Standard Class,FO-14305
CA-2020-134348,2020-11-12,2020-11-19,Standard Class,MS-17710
CA-2020-161781,2020-09-29,2020-09-30,First Class,CC-12100
CA-2021-132521,2021-09-23,2021-09-25,Second Class,DW-13540
CA-2019-110016,2019-11-29,2019-12-04,Standard Class,BT-11395
US-2020-143819,2020-03-01,2020-03-05,Standard Class,KD-16270
CA-2020-167584,2020-08-12,2020-08-12,Same Day,LC-16870
CA-2020-166163,2020-08-15,2020-08-20,Second Class,CY-12745
CA-2021-158407,2021-06-04,2021-06-10,Standard Class,LW-16990
CA-2019-143490,2019-12-06,2019-12-13,Standard Class,NP-18325
CA-2019-165085,2019-12-27,2019-12-31,Standard Class,BT-11485
CA-2021-160423,2021-01-21,2021-01-26,Standard Class,PS-19045
CA-2018-159338,2018-06-25,2018-06-28,First Class,NS-18640
CA-2020-107216,2020-06-14,2020-06-17,First Class,PV-18985
US-2021-145863,2021-04-21,2021-04-27,Standard Class,RP-19390
CA-2020-112340,2020-10-21,2020-10-27,Standard Class,NM-18520
US-2020-110156,2020-11-19,2020-11-24,Standard Class,EH-13945
CA-2021-140585,2021-12-18,2021-12-23,Second Class,RA-19915
CA-2020-144855,2020-07-22,2020-07-24,Second Class,DL-13495
CA-2019-142755,2019-09-04,2019-09-08,Standard Class,CS-12355
US-2018-147627,2018-01-20,2018-01-26,Standard Class,HL-15040
CA-2019-105970,2019-03-02,2019-03-07,Standard Class,PA-19060
CA-2020-112102,2020-04-12,2020-04-16,Standard Class,BD-11605
US-2020-114776,2020-12-06,2020-12-07,First Class,GG-14650
US-2020-134908,2020-06-05,2020-06-09,Standard Class,JS-15940
US-2020-148803,2020-12-11,2020-12-11,Same Day,LR-16915
CA-2020-152170,2020-11-12,2020-11-15,Second Class,FH-14275
CA-2018-146969,2018-09-29,2018-10-03,Standard Class,AP-10915
CA-2019-112452,2019-04-04,2019-04-04,Same Day,NC-18340
CA-2019-113971,2019-05-08,2019-05-14,Standard Class,CB-12535
CA-2020-160395,2020-12-31,2021-01-06,Standard Class,KL-16555
CA-2018-136567,2018-12-20,2018-12-21,First Class,PS-19045
CA-2020-149314,2020-07-02,2020-07-07,Second Class,GB-14530
CA-2018-126522,2018-09-01,2018-09-05,Second Class,LT-16765
CA-2018-127964,2018-03-03,2018-03-08,Standard Class,AP-10720
CA-2018-117709,2018-05-04,2018-05-08,Standard Class,PM-18940
CA-2019-125416,2019-11-02,2019-11-02,Same Day,KC-16540
CA-2021-145226,2021-12-08,2021-12-10,Second Class,DL-13315
US-2018-100279,2018-03-10,2018-03-14,Standard Class,SW-20275
CA-2018-158064,2018-04-21,2018-04-25,Standard Class,AA-10375
US-2019-104430,2019-10-22,2019-10-26,Standard Class,LT-17110
CA-2019-132080,2019-08-22,2019-08-25,First Class,DP-13105
CA-2020-161207,2020-08-29,2020-09-03,Standard Class,AB-10060
CA-2018-120243,2018-12-27,2018-12-30,Second Class,AT-10435
CA-2020-113621,2020-12-01,2020-12-05,Standard Class,JE-15745
CA-2020-168081,2020-04-24,2020-04-27,Second Class,CA-12055
CA-2018-128146,2018-06-21,2018-06-25,Standard Class,DB-13060
CA-2021-138779,2021-01-14,2021-01-15,First Class,RB-19570
CA-2018-127131,2018-11-24,2018-11-30,Standard Class,HR-14830
CA-2021-117212,2021-02-26,2021-02-28,Second Class,BT-11530
US-2019-130519,2019-09-15,2019-09-15,Same Day,NG-18355
CA-2020-130946,2020-04-08,2020-04-12,Standard Class,ZC-21910
CA-2020-114727,2020-07-18,2020-07-24,Standard Class,LS-16945
CA-2021-133235,2021-08-01,2021-08-04,First Class,LH-16750
CA-2020-137050,2020-07-14,2020-07-18,Second Class,SW-20755
US-2021-118087,2021-09-09,2021-09-13,Standard Class,SP-20620
CA-2018-110184,2018-07-12,2018-07-16,Standard Class,BF-11170
CA-2020-126004,2020-12-04,2020-12-05,First Class,BM-11140
CA-2021-100013,2021-11-06,2021-11-11,Standard Class,ZC-21910
CA-2019-132570,2019-10-31,2019-11-02,Second Class,KT-16480
CA-2020-153682,2020-05-30,2020-06-01,First Class,BG-11695
CA-2020-144344,2020-10-28,2020-10-28,Same Day,PG-18820
CA-2018-127012,2018-08-11,2018-08-15,Standard Class,GM-14680
CA-2020-128727,2020-08-29,2020-09-04,Standard Class,MO-17800
US-2020-162859,2020-02-15,2020-02-22,Standard Class,PG-18820
CA-2021-133641,2021-05-14,2021-05-21,Standard Class,EJ-14155
CA-2018-168494,2018-12-12,2018-12-14,Second Class,NP-18700
CA-2021-115602,2021-12-18,2021-12-24,Standard Class,DJ-13630
CA-2019-154956,2019-07-04,2019-07-09,Standard Class,IM-15070
CA-2021-144638,2021-03-10,2021-03-14,Standard Class,MH-18115
US-2020-168620,2020-12-24,2020-12-28,Second Class,RB-19795
CA-2021-117079,2021-10-23,2021-10-27,Standard Class,JR-15700
US-2020-144393,2020-10-28,2020-11-04,Standard Class,SM-20950
CA-2021-105053,2021-07-07,2021-07-09,Second Class,CS-12355
CA-2020-155992,2020-10-01,2020-10-02,First Class,CC-12220
CA-2021-110380,2021-09-02,2021-09-07,Standard Class,PF-19225
US-2018-167738,2018-12-24,2018-12-29,Standard Class,JC-16105
CA-2021-121412,2021-09-23,2021-09-27,Standard Class,BG-11695
CA-2021-100426,2021-06-04,2021-06-08,Standard Class,DC-12850
US-2020-103646,2020-04-21,2020-04-26,Standard Class,SP-20545
CA-2020-119186,2020-05-26,2020-05-26,Same Day,MS-17710
CA-2020-148698,2020-05-02,2020-05-07,Standard Class,BD-11770
CA-2018-163293,2018-09-08,2018-09-11,First Class,KC-16255
CA-2020-160815,2020-09-05,2020-09-06,First Class,TR-21325
CA-2021-122154,2021-04-09,2021-04-11,First Class,SA-20830
US-2019-149692,2019-12-06,2019-12-12,Standard Class,KW-16435
CA-2020-119445,2020-06-26,2020-07-03,Standard Class,GM-14500
CA-2019-124268,2019-07-04,2019-07-08,Standard Class,AD-10180
CA-2020-154711,2020-11-22,2020-11-26,Standard Class,TB-21355
CA-2020-163384,2020-11-10,2020-11-12,First Class,CC-12430
CA-2019-101707,2019-08-27,2019-09-01,Standard Class,PF-19165
CA-2019-138898,2019-05-25,2019-05-29,Standard Class,JH-16180
CA-2021-115427,2021-12-30,2022-01-03,Standard Class,EB-13975
CA-2020-134425,2020-12-08,2020-12-12,Second Class,QJ-19255
CA-2019-121391,2019-10-04,2019-10-07,First Class,AA-10315
CA-2020-137043,2020-12-23,2020-12-25,Second Class,LC-17140
CA-2019-115847,2019-09-19,2019-09-24,Second Class,TC-21535
US-2021-126179,2021-07-03,2021-07-07,Standard Class,CS-12460
CA-2020-101966,2020-07-14,2020-07-16,Second Class,BM-11785
CA-2020-141397,2020-06-20,2020-06-21,First Class,RC-19825
CA-2020-141082,2020-12-09,2020-12-13,Standard Class,FM-14380
US-2020-134488,2020-09-24,2020-10-01,Standard Class,PK-19075
CA-2020-145919,2020-12-18,2020-12-23,Standard Class,HG-14965
CA-2021-157651,2021-12-10,2021-12-14,Standard Class,HA-14920
CA-2018-160773,2018-07-01,2018-07-05,Standard Class,LW-16825
CA-2021-167703,2021-02-03,2021-02-08,Standard Class,MC-17575
CA-2021-121804,2021-03-03,2021-03-08,Standard Class,LP-17095
CA-2021-162635,2021-10-09,2021-10-10,First Class,EB-14170
CA-2018-107153,2018-09-28,2018-10-03,Standard Class,GZ-14545
US-2018-117058,2018-05-27,2018-05-30,First Class,LE-16810
CA-2019-120439,2019-06-14,2019-06-18,Standard Class,AD-10180
CA-2020-128258,2020-03-30,2020-04-01,First Class,CP-12085
CA-2021-106033,2021-10-15,2021-10-18,Second Class,FG-14260
CA-2020-142762,2020-05-23,2020-05-27,Standard Class,LD-17005
CA-2021-127705,2021-06-02,2021-06-06,Standard Class,AB-10255
CA-2018-122567,2018-02-16,2018-02-21,Standard Class,MN-17935
CA-2018-121664,2018-05-06,2018-05-10,Standard Class,HP-14815
CA-2020-122133,2020-05-16,2020-05-23,Standard Class,JR-15670
US-2021-123281,2021-04-02,2021-04-07,Standard Class,JF-15190
CA-2021-100524,2021-03-31,2021-04-02,Second Class,CM-12115
CA-2021-113481,2021-01-02,2021-01-04,First Class,AS-10045
CA-2019-131758,2019-05-28,2019-06-01,Standard Class,KB-16315
CA-2018-118339,2018-03-17,2018-03-24,Standard Class,BN-11515
CA-2018-153976,2018-10-03,2018-10-08,Second Class,BP-11290
CA-2020-162901,2020-03-28,2020-03-31,First Class,AS-10045
CA-2021-162978,2021-05-04,2021-05-09,Standard Class,LW-16990
US-2018-160444,2018-07-05,2018-07-05,Same Day,DC-12850
CA-2020-145247,2020-05-05,2020-05-07,First Class,ND-18370
CA-2021-160045,2021-04-26,2021-04-27,First Class,LB-16735
US-2018-151925,2018-09-26,2018-10-01,Second Class,KT-16465
CA-2021-125199,2021-10-19,2021-10-25,Standard Class,HM-14860
US-2021-155425,2021-11-10,2021-11-11,First Class,AB-10600
CA-2021-133249,2021-07-08,2021-07-11,First Class,SZ-20035
US-2019-103471,2019-12-24,2019-12-28,Standard Class,JR-15670
CA-2021-136672,2021-03-07,2021-03-12,Standard Class,MG-17890
US-2018-157021,2018-04-01,2018-04-06,Second Class,KM-16720
CA-2019-120362,2019-09-14,2019-09-19,Standard Class,CA-12265
CA-2018-126361,2018-08-04,2018-08-09,Second Class,VD-21670
US-2020-100566,2020-09-03,2020-09-09,Standard Class,JK-16120
US-2020-108504,2020-02-05,2020-02-05,Same Day,PP-18955
CA-2021-124828,2021-07-03,2021-07-04,First Class,YS-21880
US-2021-117247,2021-10-09,2021-10-14,Standard Class,CK-12760
CA-2020-124485,2020-11-24,2020-11-26,First Class,NC-18340
CA-2020-159212,2020-11-01,2020-11-05,Standard Class,KM-16375
US-2020-161396,2020-04-19,2020-04-25,Standard Class,GM-14455
US-2018-118486,2018-04-06,2018-04-08,First Class,SD-20485
CA-2020-130407,2020-09-02,2020-09-06,Standard Class,KD-16270
US-2020-122245,2020-09-25,2020-09-30,Standard Class,AB-10105
CA-2021-105144,2021-11-04,2021-11-11,Standard Class,SZ-20035
CA-2020-136329,2020-07-09,2020-07-13,Standard Class,JD-15895
CA-2018-146640,2018-06-30,2018-07-05,Standard Class,HA-14905
CA-2021-115994,2021-01-28,2021-01-31,Second Class,BT-11305
CA-2019-126697,2019-09-21,2019-09-24,First Class,SV-20815
CA-2019-124800,2019-09-26,2019-09-30,Standard Class,RW-19540
US-2019-164448,2019-10-31,2019-11-04,Second Class,DK-12835
CA-2021-122700,2021-11-26,2021-11-30,Standard Class,LT-17110
CA-2018-120768,2018-12-19,2018-12-21,Second Class,IM-15070
US-2020-153129,2020-12-26,2020-12-30,Standard Class,FP-14320
CA-2021-106852,2021-06-20,2021-06-27,Standard Class,ST-20530
CA-2019-139731,2019-10-15,2019-10-15,Same Day,JE-15745
CA-2021-122735,2021-04-12,2021-04-15,Second Class,BD-11320
CA-2021-128160,2021-12-19,2021-12-24,Second Class,MM-17920
CA-2021-117695,2021-08-05,2021-08-08,First Class,PW-19030
CA-2019-166135,2019-10-01,2019-10-06,Standard Class,SC-20440
CA-2020-133725,2020-05-23,2020-05-28,Standard Class,KL-16645
CA-2021-102337,2021-06-13,2021-06-16,First Class,SD-20485
US-2018-112564,2018-04-23,2018-04-24,First Class,TS-21160
CA-2019-145821,2019-05-01,2019-05-07,Standard Class,JB-15400
US-2019-160150,2019-07-19,2019-07-20,First Class,TS-21085
CA-2020-133711,2020-11-26,2020-11-29,First Class,MC-17425
CA-2021-148474,2021-06-12,2021-06-19,Standard Class,ME-17320
CA-2019-111297,2019-08-17,2019-08-21,Standard Class,SC-20440
CA-2020-123722,2020-09-25,2020-10-01,Standard Class,NH-18610
CA-2019-119907,2019-12-01,2019-12-08,Standard Class,LC-17140
US-2020-128902,2020-03-11,2020-03-15,Standard Class,MB-18085
CA-2020-152289,2020-08-26,2020-08-28,First Class,LC-16930
US-2020-104794,2020-12-16,2020-12-19,First Class,KD-16495
CA-2018-151708,2018-08-08,2018-08-14,Standard Class,MB-17305
CA-2019-100769,2019-05-16,2019-05-16,Same Day,TH-21550
CA-2021-139199,2021-12-09,2021-12-13,Standard Class,DK-12835
US-2019-161466,2019-09-24,2019-09-27,Second Class,ON-18715
CA-2021-164959,2021-07-11,2021-07-15,Standard Class,KN-16390
CA-2020-113138,2020-11-19,2020-11-25,Standard Class,NP-18685
US-2021-104955,2021-03-19,2021-03-24,Standard Class,CG-12040
CA-2020-121958,2020-11-13,2020-11-17,Standard Class,CS-12505
CA-2021-121468,2021-11-19,2021-11-20,First Class,KD-16345
US-2020-108455,2020-12-02,2020-12-08,Standard Class,MK-18160
CA-2021-101210,2021-08-25,2021-08-28,Second Class,DW-13540
US-2020-108098,2020-10-14,2020-10-18,Standard Class,CP-12340
CA-2018-119032,2018-11-27,2018-12-03,Standard Class,MS-17770
CA-2019-140410,2019-11-03,2019-11-07,Standard Class,CM-12655
CA-2018-136280,2018-11-29,2018-12-06,Standard Class,Co-12640
CA-2021-151911,2021-04-30,2021-05-05,Second Class,DL-13495
CA-2021-166436,2021-11-24,2021-11-28,Standard Class,TS-21370
CA-2021-139661,2021-10-30,2021-11-03,Standard Class,JW-15220
CA-2018-123925,2018-12-17,2018-12-19,Second Class,RF-19840
CA-2021-152485,2021-09-04,2021-09-08,Standard Class,JD-15790
CA-2020-141586,2020-10-17,2020-10-20,First Class,NK-18490
CA-2021-130386,2021-11-12,2021-11-18,Standard Class,NG-18430
CA-2020-100468,2020-11-24,2020-12-01,Standard Class,AT-10435
CA-2019-153388,2019-08-01,2019-08-07,Standard Class,PC-19000
CA-2021-154935,2021-12-24,2021-12-29,Standard Class,AR-10540
CA-2020-134208,2020-09-17,2020-09-23,Standard Class,CS-12505
CA-2021-108294,2021-12-10,2021-12-10,Same Day,LS-16975
CA-2021-100384,2021-06-24,2021-07-01,Standard Class,NH-18610
CA-2021-112809,2021-08-18,2021-08-22,Standard Class,RA-19915
US-2021-160759,2021-12-11,2021-12-17,Standard Class,AI-10855
CA-2021-148446,2021-12-10,2021-12-14,Second Class,MC-17845
CA-2018-111059,2018-02-03,2018-02-06,Second Class,TB-21400
CA-2021-116204,2021-02-11,2021-02-14,Second Class,VW-21775
CA-2021-109946,2021-04-16,2021-04-21,Standard Class,PL-18925
CA-2019-144806,2019-12-06,2019-12-11,Standard Class,GH-14425
CA-2020-122392,2020-07-22,2020-07-27,Standard Class,CJ-12010
CA-2019-148432,2019-11-07,2019-11-10,Second Class,MC-18130
CA-2019-103793,2019-03-26,2019-03-31,Standard Class,BV-11245
CA-2021-159884,2021-08-31,2021-09-05,Standard Class,JF-15490
CA-2020-139885,2020-12-04,2020-12-08,Standard Class,EB-13840
CA-2021-124086,2021-02-10,2021-02-14,Standard Class,MP-18175
CA-2020-112389,2020-10-29,2020-11-02,Standard Class,JM-15655
CA-2021-121888,2021-09-15,2021-09-17,Second Class,CL-11890
CA-2018-166884,2018-03-11,2018-03-16,Second Class,CK-12205
CA-2018-107181,2018-02-04,2018-02-08,Standard Class,DB-13270
CA-2018-150245,2018-12-31,2019-01-04,Second Class,PC-18745
CA-2019-111395,2019-11-23,2019-11-27,Standard Class,VB-21745
CA-2018-134278,2018-07-06,2018-07-08,First Class,EP-13915
US-2021-124926,2021-11-13,2021-11-18,Second Class,ME-17320
CA-2020-159345,2020-06-17,2020-06-22,Standard Class,IG-15085
CA-2018-130274,2018-05-03,2018-05-05,First Class,JS-15940
CA-2021-158386,2021-10-16,2021-10-21,Standard Class,BO-11425
CA-2019-111507,2019-02-06,2019-02-13,Standard Class,VW-21775
CA-2021-120761,2021-09-04,2021-09-08,Standard Class,AB-10150
CA-2020-109176,2020-05-09,2020-05-15,Standard Class,JW-16075
CA-2019-112116,2019-03-16,2019-03-18,Second Class,JE-15475
CA-2020-126809,2020-04-09,2020-04-13,Standard Class,EB-13750
CA-2018-105172,2018-04-04,2018-04-09,Standard Class,PK-18910
CA-2021-107293,2021-09-05,2021-09-06,First Class,CS-12400
US-2021-102890,2021-06-30,2021-06-30,Same Day,SG-20470
CA-2019-158554,2019-11-09,2019-11-09,Same Day,CM-12190
CA-2018-116239,2018-03-04,2018-03-04,Same Day,CL-12565
CA-2019-132101,2019-03-19,2019-03-25,Standard Class,JO-15550
CA-2019-129112,2019-11-29,2019-11-30,First Class,AW-10840
CA-2021-165029,2021-11-26,2021-11-30,Standard Class,AH-10075
US-2018-157385,2018-11-23,2018-11-25,First Class,SC-20095
CA-2018-101602,2018-12-15,2018-12-18,First Class,MC-18100
CA-2020-109057,2020-04-22,2020-04-27,Standard Class,TT-21460
